path,Text
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94ef-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94e2-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94d5-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa9504-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94f2-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94fd-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94dc-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94ed-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa9500-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94e6-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94f6-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94d8-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94db-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94ee-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94fe-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94f7-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94d9-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa9501-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94e7-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94f3-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94e3-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94d4-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa9505-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94ea-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94df-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/9.Pathological myopia/1ffa94fa-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa9492-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa9489-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa9491-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa948e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/13.Dragged Disc/1ffa9490-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9320-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9319-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9329-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9324-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9325-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9328-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9321-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9318-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9317-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9327-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9330-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9323-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9322-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa9326-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa931d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/7.ERM/1ffa932d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9386-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9382-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9383-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa938a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9377-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9387-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9381-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9388-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9385-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9378-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9384-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9379-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9389-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa9380-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/27.Laser Spots/1ffa937f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9564-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956f-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9560-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9569-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9568-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9561-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9565-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9563-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955a-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955e-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9567-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa955d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa956d-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9566-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/15.0.Retinitis pigmentosa/1ffa9562-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95dc-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e6-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e2-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e3-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95df-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95db-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e7-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95dd-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e1-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e8-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e5-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e4-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95de-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/16.Peripheral retinal degeneration and break/1ffa95e0-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa9335-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa933c-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa9338-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa9331-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa933b-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa9339-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
/data2404/zhangchi/dataset/fundus/1000images/10.0.Possible glaucoma/1ffa9334-8d87-11e8-9daf-6045cb817f5b..JPG,fundus
